iid,id,gender,idg,wave,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr,sinc,intel,fun,amb,shar,dec
40,1,1,2,2,25,20,25,20,10,0,6,10,10,8,5,3,0
40,1,1,2,2,25,20,25,20,10,0,8,7,6,8,6,4,0
40,1,1,2,2,25,20,25,20,10,0,5,6,6,5,7,3,0
40,1,1,2,2,25,20,25,20,10,0,5,8,9,7,8,4,0
40,1,1,2,2,25,20,25,20,10,0,4,6,8,7,6,3,0
40,1,1,2,2,25,20,25,20,10,0,8,9,10,9,10,7,0
40,1,1,2,2,25,20,25,20,10,0,3,10,9,10,4,4,0
41,2,1,4,2,30,20,10,30,0,10,5,5,5,5,5,,0
41,2,1,4,2,30,20,10,30,0,10,5,5,5,5,5,,0
41,2,1,4,2,30,20,10,30,0,10,8,8,8,8,8,,0
41,2,1,4,2,30,20,10,30,0,10,5,5,5,5,5,,0
41,2,1,4,2,30,20,10,30,0,10,5,5,5,5,5,,1
41,2,1,4,2,30,20,10,30,0,10,5,5,5,5,5,,1
41,2,1,4,2,30,20,10,30,0,10,8,8,8,8,8,,1
41,2,1,4,2,30,20,10,30,0,10,8,8,8,8,8,8,1
41,2,1,4,2,30,20,10,30,0,10,8,8,8,8,8,,0
41,2,1,4,2,30,20,10,30,0,10,10,10,10,10,10,,0
41,2,1,4,2,30,20,10,30,0,10,8,8,8,8,8,,0
41,2,1,4,2,30,20,10,30,0,10,10,10,10,10,10,,0
41,2,1,4,2,30,20,10,30,0,10,10,10,10,10,10,,1
41,2,1,4,2,30,20,10,30,0,10,10,10,10,10,10,,1
41,2,1,4,2,30,20,10,30,0,10,10,5,10,5,5,,0
41,2,1,4,2,30,20,10,30,0,10,5,5,5,5,5,,0
41,2,1,4,2,30,20,10,30,0,10,5,5,5,5,5,,0
41,2,1,4,2,30,20,10,30,0,10,5,5,5,5,5,,0
41,2,1,4,2,30,20,10,30,0,10,5,5,5,10,5,,0
42,3,1,6,2,20,25,20,15,10,10,3,10,9,5,9,2,0
42,3,1,6,2,20,25,20,15,10,10,3,6,8,5,5,1,0
42,3,1,6,2,20,25,20,15,10,10,6,10,9,8,9,,0
42,3,1,6,2,20,25,20,15,10,10,7,6,7,9,8,2,0
42,3,1,6,2,20,25,20,15,10,10,8,9,7,7,5,,1
42,3,1,6,2,20,25,20,15,10,10,7,8,8,9,8,,1
42,3,1,6,2,20,25,20,15,10,10,8,9,8,9,8,,1
42,3,1,6,2,20,25,20,15,10,10,7,10,9,8,9,,1
42,3,1,6,2,20,25,20,15,10,10,3,8,7,5,8,,0
42,3,1,6,2,20,25,20,15,10,10,4,7,7,6,6,,0
42,3,1,6,2,20,25,20,15,10,10,8,7,8,2,9,,0
42,3,1,6,2,20,25,20,15,10,10,5,9,10,8,10,4,0
42,3,1,6,2,20,25,20,15,10,10,6,10,10,8,10,6,0
42,3,1,6,2,20,25,20,15,10,10,6,9,7,6,6,3,0
42,3,1,6,2,20,25,20,15,10,10,3,8,7,7,10,4,0
42,3,1,6,2,20,25,20,15,10,10,4,7,7,5,6,,0
42,3,1,6,2,20,25,20,15,10,10,4,8,9,6,4,,0
42,3,1,6,2,20,25,20,15,10,10,6,10,9,8,10,,0
42,3,1,6,2,20,25,20,15,10,10,4,9,8,6,6,5,0
43,4,1,8,2,25,35,30,10,0,0,4,5,6,4,6,2,0
43,4,1,8,2,25,35,30,10,0,0,4,5,5,3,5,1,0
43,4,1,8,2,25,35,30,10,0,0,4,6,5,4,3,2,1
43,4,1,8,2,25,35,30,10,0,0,5,5,6,4,7,2,0
43,4,1,8,2,25,35,30,10,0,0,8,5,6,6,5,1,1
43,4,1,8,2,25,35,30,10,0,0,6,5,7,5,5,2,1
43,4,1,8,2,25,35,30,10,0,0,7,6,5,7,3,5,1
43,4,1,8,2,25,35,30,10,0,0,5,6,6,4,7,6,0
43,4,1,8,2,25,35,30,10,0,0,4,4,5,4,6,5,0
43,4,1,8,2,25,35,30,10,0,0,3,4,7,3,7,1,0
43,4,1,8,2,25,35,30,10,0,0,6,6,6,6,5,3,1
43,4,1,8,2,25,35,30,10,0,0,5,6,7,4,4,3,0
43,4,1,8,2,25,35,30,10,0,0,4,4,7,3,6,4,0
43,4,1,8,2,25,35,30,10,0,0,6,5,5,6,7,2,0
43,4,1,8,2,25,35,30,10,0,0,7,4,7,3,7,5,1
43,4,1,8,2,25,35,30,10,0,0,6,5,5,4,5,4,1
43,4,1,8,2,25,35,30,10,0,0,4,6,7,3,6,4,0
43,4,1,8,2,25,35,30,10,0,0,4,6,7,6,7,2,0
43,4,1,8,2,25,35,30,10,0,0,3,7,7,7,5,3,0
44,5,1,10,2,25,15,25,25,15,15,6,7,8,6,7,7,1
44,5,1,10,2,25,15,25,25,15,15,6,7,6,6,8,5,1
44,5,1,10,2,25,15,25,25,15,15,8,8,8,10,7,8,1
44,5,1,10,2,25,15,25,25,15,15,5,7,8,7,8,8,1
44,5,1,10,2,25,15,25,25,15,15,7,6,6,7,5,4,1
44,5,1,10,2,25,15,25,25,15,15,8,7,7,8,7,7,1
44,5,1,10,2,25,15,25,25,15,15,9,7,7,7,6,5,1
44,5,1,10,2,25,15,25,25,15,15,5,5,5,5,6,5,1
44,5,1,10,2,25,15,25,25,15,15,7,6,7,6,7,5,1
44,5,1,10,2,25,15,25,25,15,15,7,7,7,7,6,7,1
44,5,1,10,2,25,15,25,25,15,15,9,7,7,6,7,7,1
44,5,1,10,2,25,15,25,25,15,15,7,6,6,7,7,8,1
44,5,1,10,2,25,15,25,25,15,15,6,7,7,6,6,8,1
44,5,1,10,2,25,15,25,25,15,15,8,7,8,7,6,6,1
44,5,1,10,2,25,15,25,25,15,15,8,7,8,,8,6,1
44,5,1,10,2,25,15,25,25,15,15,7,7,7,5,6,7,1
44,5,1,10,2,25,15,25,25,15,15,5,5,6,5,7,5,1
44,5,1,10,2,25,15,25,25,15,15,7,6,6,7,6,5,1
44,5,1,10,2,25,15,25,25,15,15,8,5,5,5,5,4,1
45,6,1,12,2,25,15,25,15,0,20,7,8,8,7,9,6,1
45,6,1,12,2,25,15,25,15,0,20,7,7,7,5,6,5,1
45,6,1,12,2,25,15,25,15,0,20,7,8,7,6,6,6,1
45,6,1,12,2,25,15,25,15,0,20,6,6,6,6,5,5,1
45,6,1,12,2,25,15,25,15,0,20,7,6,6,7,6,6,1
45,6,1,12,2,25,15,25,15,0,20,7,6,8,7,6,7,1
45,6,1,12,2,25,15,25,15,0,20,8,8,7,8,6,7,1
45,6,1,12,2,25,15,25,15,0,20,7,7,7,6,6,6,1
45,6,1,12,2,25,15,25,15,0,20,8,8,6,7,6,6,1
45,6,1,12,2,25,15,25,15,0,20,6,6,6,6,6,5,1
45,6,1,12,2,25,15,25,15,0,20,9,8,8,7,8,6,1
45,6,1,12,2,25,15,25,15,0,20,9,8,8,8,8,7,1
45,6,1,12,2,25,15,25,15,0,20,6,5,7,5,7,5,0
45,6,1,12,2,25,15,25,15,0,20,7,7,7,7,7,7,1
45,6,1,12,2,25,15,25,15,0,20,8,6,7,6,7,7,1
45,6,1,12,2,25,15,25,15,0,20,7,7,8,7,7,7,1
45,6,1,12,2,25,15,25,15,0,20,6,7,6,6,5,6,1
45,6,1,12,2,25,15,25,15,0,20,6,6,7,9,7,7,1
45,6,1,12,2,25,15,25,15,0,20,5,7,5,5,6,5,0
46,7,1,14,2,20,35,20,10,10,5,6,7,10,8,9,8,0
46,7,1,14,2,20,35,20,10,10,5,5,8,5,5,6,5,0
46,7,1,14,2,20,35,20,10,10,5,6,8,9,8,8,9,0
46,7,1,14,2,20,35,20,10,10,5,7,8,8,8,7,9,0
46,7,1,14,2,20,35,20,10,10,5,10,8,7,8,7,8,1
46,7,1,14,2,20,35,20,10,10,5,10,9,9,10,7,8,1
46,7,1,14,2,20,35,20,10,10,5,9,8,8,8,7,9,1
46,7,1,14,2,20,35,20,10,10,5,7,7,7,7,7,9,1
46,7,1,14,2,20,35,20,10,10,5,6,7,6,8,7,7,0
46,7,1,14,2,20,35,20,10,10,5,6,8,8,9,8,6,0
46,7,1,14,2,20,35,20,10,10,5,9,6,7,6,7,8,1
46,7,1,14,2,20,35,20,10,10,5,8,9,8,7,10,7,1
46,7,1,14,2,20,35,20,10,10,5,6,8,7,8,8,8,0
46,7,1,14,2,20,35,20,10,10,5,7,7,7,9,8,7,1
46,7,1,14,2,20,35,20,10,10,5,8,8,8,6,9,8,1
46,7,1,14,2,20,35,20,10,10,5,6,7,8,6,9,7,0
46,7,1,14,2,20,35,20,10,10,5,6,8,9,8,9,7,0
46,7,1,14,2,20,35,20,10,10,5,8,8,8,10,8,7,1
46,7,1,14,2,20,35,20,10,10,5,6,8,7,9,7,6,0
47,8,1,16,2,20,20,25,25,5,5,9,5,6,5,5,7,1
47,8,1,16,2,20,20,25,25,5,5,,5,6,5,6,3,1
47,8,1,16,2,20,20,25,25,5,5,5,6,6,4,7,4,1
47,8,1,16,2,20,20,25,25,5,5,6,6,6,5,6,4,1
47,8,1,16,2,20,20,25,25,5,5,6,7,5,5,5,2,1
47,8,1,16,2,20,20,25,25,5,5,5,6,6,6,6,6,1
47,8,1,16,2,20,20,25,25,5,5,7,5,6,6,4,5,1
47,8,1,16,2,20,20,25,25,5,5,5,6,7,5,7,5,1
47,8,1,16,2,20,20,25,25,5,5,5,6,5,6,7,2,0
47,8,1,16,2,20,20,25,25,5,5,9,5,6,3,6,3,0
47,8,1,16,2,20,20,25,25,5,5,7,6,6,5,7,5,1
47,8,1,16,2,20,20,25,25,5,5,5,7,7,6,5,5,1
47,8,1,16,2,20,20,25,25,5,5,5,6,7,6,6,3,1
47,8,1,16,2,20,20,25,25,5,5,5,6,7,7,7,6,1
47,8,1,16,2,20,20,25,25,5,5,7,5,6,5,6,4,1
47,8,1,16,2,20,20,25,25,5,5,6,6,6,5,8,4,1
47,8,1,16,2,20,20,25,25,5,5,,3,8,4,6,3,0
47,8,1,16,2,20,20,25,25,5,5,6,7,7,6,6,6,1
47,8,1,16,2,20,20,25,25,5,5,3,7,6,5,5,6,1
48,9,1,18,2,30,15,25,25,5,0,3,8,5,5,8,3,0
48,9,1,18,2,30,15,25,25,5,0,4,6,6,5,,3,0
48,9,1,18,2,30,15,25,25,5,0,4,6,6,4,3,3,0
48,9,1,18,2,30,15,25,25,5,0,6,8,8,5,,3,0
48,9,1,18,2,30,15,25,25,5,0,9,8,7,8,,5,1
48,9,1,18,2,30,15,25,25,5,0,9,8,7,9,,8,1
48,9,1,18,2,30,15,25,25,5,0,8,8,5,6,,7,1
48,9,1,18,2,30,15,25,25,5,0,7,8,5,6,3,3,0
48,9,1,18,2,30,15,25,25,5,0,6,8,9,5,9,3,0
48,9,1,18,2,30,15,25,25,5,0,5,6,5,4,,3,0
48,9,1,18,2,30,15,25,25,5,0,7,7,7,8,,,1
48,9,1,18,2,30,15,25,25,5,0,5,6,8,5,8,3,0
48,9,1,18,2,30,15,25,25,5,0,5,8,8,5,,3,0
48,9,1,18,2,30,15,25,25,5,0,7,7,7,5,5,3,1
48,9,1,18,2,30,15,25,25,5,0,7,7,8,5,5,4,0
48,9,1,18,2,30,15,25,25,5,0,6,8,7,7,9,4,0
48,9,1,18,2,30,15,25,25,5,0,3,6,6,5,4,4,0
48,9,1,18,2,30,15,25,25,5,0,7,7,7,8,,6,0
48,9,1,18,2,30,15,25,25,5,0,3,5,5,6,5,3,0
49,10,1,20,2,20,20,20,20,5,15,6,7,8,4,6,4,0
49,10,1,20,2,20,20,20,20,5,15,7,8,7,7,7,,0
49,10,1,20,2,20,20,20,20,5,15,7,8,8,6,7,3,0
49,10,1,20,2,20,20,20,20,5,15,7,7,6,5,6,7,1
49,10,1,20,2,20,20,20,20,5,15,9,8,7,8,6,5,1
49,10,1,20,2,20,20,20,20,5,15,9,8,7,7,7,8,1
49,10,1,20,2,20,20,20,20,5,15,8,8,7,7,7,0,1
49,10,1,20,2,20,20,20,20,5,15,7,8,8,7,6,,1
49,10,1,20,2,20,20,20,20,5,15,7,8,8,7,6,5,1
49,10,1,20,2,20,20,20,20,5,15,7,7,7,7,7,,1
49,10,1,20,2,20,20,20,20,5,15,9,7,8,8,9,,1
49,10,1,20,2,20,20,20,20,5,15,7,7,8,7,7,6,1
49,10,1,20,2,20,20,20,20,5,15,7,7,8,8,8,7,1
49,10,1,20,2,20,20,20,20,5,15,8,8,7,6,7,6,1
49,10,1,20,2,20,20,20,20,5,15,8,8,10,5,6,5,1
49,10,1,20,2,20,20,20,20,5,15,8,8,7,7,10,5,1
49,10,1,20,2,20,20,20,20,5,15,6,8,8,6,8,3,0
49,10,1,20,2,20,20,20,20,5,15,8,7,7,8,8,4,1
49,10,1,20,2,20,20,20,20,5,15,7,8,7,8,4,5,0
50,11,1,22,2,35,10,20,15,10,10,5,8,8,,,,0
50,11,1,22,2,35,10,20,15,10,10,6,8,7,6,,,0
50,11,1,22,2,35,10,20,15,10,10,5,,7,6,,,0
50,11,1,22,2,35,10,20,15,10,10,7,,,9,,,1
50,11,1,22,2,35,10,20,15,10,10,7,,,,,,1
50,11,1,22,2,35,10,20,15,10,10,8,,,,,,1
50,11,1,22,2,35,10,20,15,10,10,8,,,7,,6,1
50,11,1,22,2,35,10,20,15,10,10,6,8,8,7,8,5,0
50,11,1,22,2,35,10,20,15,10,10,6,,,,,,0
50,11,1,22,2,35,10,20,15,10,10,6,,,,,,0
50,11,1,22,2,35,10,20,15,10,10,8,8,8,8,8,,1
50,11,1,22,2,35,10,20,15,10,10,,,,,,,1
50,11,1,22,2,35,10,20,15,10,10,6,8,8,8,8,5,0
50,11,1,22,2,35,10,20,15,10,10,7,7,,,9,,1
50,11,1,22,2,35,10,20,15,10,10,7,,,,,,1
50,11,1,22,2,35,10,20,15,10,10,7,,,,,,0
50,11,1,22,2,35,10,20,15,10,10,5,,,,,,0
50,11,1,22,2,35,10,20,15,10,10,,,,,,,1
50,11,1,22,2,35,10,20,15,10,10,,,,,,,0
51,12,1,24,2,25,10,35,15,0,15,2,8,8,3,2,2,0
51,12,1,24,2,25,10,35,15,0,15,2,2,3,2,2,1,0
51,12,1,24,2,25,10,35,15,0,15,4,6,4,1,1,1,0
51,12,1,24,2,25,10,35,15,0,15,7,5,7,6,6,6,1
51,12,1,24,2,25,10,35,15,0,15,6,4,7,6,2,2,0
51,12,1,24,2,25,10,35,15,0,15,7,3,5,5,3,2,1
51,12,1,24,2,25,10,35,15,0,15,8,4,4,7,5,3,1
51,12,1,24,2,25,10,35,15,0,15,6,7,7,3,2,1,0
51,12,1,24,2,25,10,35,15,0,15,5,8,5,3,3,3,0
51,12,1,24,2,25,10,35,15,0,15,3,5,6,2,6,4,0
51,12,1,24,2,25,10,35,15,0,15,7,7,7,4,5,5,1
51,12,1,24,2,25,10,35,15,0,15,8,7,7,9,5,4,0
51,12,1,24,2,25,10,35,15,0,15,6,9,8,6,5,4,0
51,12,1,24,2,25,10,35,15,0,15,6,6,8,2,8,1,0
51,12,1,24,2,25,10,35,15,0,15,8,4,8,1,7,1,0
51,12,1,24,2,25,10,35,15,0,15,5,6,8,5,5,2,1
51,12,1,24,2,25,10,35,15,0,15,2,9,9,3,7,7,0
51,12,1,24,2,25,10,35,15,0,15,6,8,8,6,7,7,0
51,12,1,24,2,25,10,35,15,0,15,1,8,8,8,8,9,0
52,13,1,26,2,15,20,15,30,5,15,6,6,8,6,7,6,0
52,13,1,26,2,15,20,15,30,5,15,4,6,7,6,5,5,0
52,13,1,26,2,15,20,15,30,5,15,7,7,6,6,6,5,0
52,13,1,26,2,15,20,15,30,5,15,7,7,9,5,6,2,0
52,13,1,26,2,15,20,15,30,5,15,8,7,7,7,6,6,1
52,13,1,26,2,15,20,15,30,5,15,8,7,7,7,6,6,1
52,13,1,26,2,15,20,15,30,5,15,8,7,7,6,6,7,1
52,13,1,26,2,15,20,15,30,5,15,5,6,7,5,6,5,0
52,13,1,26,2,15,20,15,30,5,15,5,7,6,7,5,5,0
52,13,1,26,2,15,20,15,30,5,15,6,7,7,6,6,4,0
52,13,1,26,2,15,20,15,30,5,15,8,8,8,6,7,5,1
52,13,1,26,2,15,20,15,30,5,15,6,7,7,7,6,5,1
52,13,1,26,2,15,20,15,30,5,15,5,7,6,6,6,6,0
52,13,1,26,2,15,20,15,30,5,15,6,6,6,5,5,5,0
52,13,1,26,2,15,20,15,30,5,15,7,7,8,6,6,5,1
52,13,1,26,2,15,20,15,30,5,15,6,6,6,7,5,5,1
52,13,1,26,2,15,20,15,30,5,15,5,7,6,7,6,5,1
52,13,1,26,2,15,20,15,30,5,15,7,7,7,7,7,5,0
52,13,1,26,2,15,20,15,30,5,15,4,6,6,6,7,5,0
53,14,1,28,2,40,15,20,10,5,10,6,8,8,7,7,6,0
53,14,1,28,2,40,15,20,10,5,10,6,8,8,7,8,6,0
53,14,1,28,2,40,15,20,10,5,10,7,8,8,7,8,6,1
53,14,1,28,2,40,15,20,10,5,10,8,8,8,8,7,7,0
53,14,1,28,2,40,15,20,10,5,10,9,8,8,8,8,7,1
53,14,1,28,2,40,15,20,10,5,10,9,9,9,9,8,8,1
53,14,1,28,2,40,15,20,10,5,10,8,8,8,8,8,7,1
53,14,1,28,2,40,15,20,10,5,10,7,8,8,7,8,7,0
53,14,1,28,2,40,15,20,10,5,10,6,8,8,7,7,6,0
53,14,1,28,2,40,15,20,10,5,10,6,8,8,7,8,6,0
53,14,1,28,2,40,15,20,10,5,10,8,8,9,8,9,7,1
53,14,1,28,2,40,15,20,10,5,10,8,9,9,8,9,7,1
53,14,1,28,2,40,15,20,10,5,10,7,9,9,7,9,7,0
53,14,1,28,2,40,15,20,10,5,10,8,8,8,8,8,7,1
53,14,1,28,2,40,15,20,10,5,10,8,7,8,8,8,6,1
53,14,1,28,2,40,15,20,10,5,10,7,8,8,7,8,6,0
53,14,1,28,2,40,15,20,10,5,10,7,8,8,7,8,7,0
53,14,1,28,2,40,15,20,10,5,10,6,9,9,8,9,6,0
53,14,1,28,2,40,15,20,10,5,10,5,8,8,7,9,6,0
54,15,1,30,2,40,20,20,20,0,0,5,7,7,7,7,5,0
54,15,1,30,2,40,20,20,20,0,0,4,7,7,6,6,5,0
54,15,1,30,2,40,20,20,20,0,0,6,7,7,7,9,7,1
54,15,1,30,2,40,20,20,20,0,0,8,7,8,7,7,8,1
54,15,1,30,2,40,20,20,20,0,0,8,9,9,9,7,5,1
54,15,1,30,2,40,20,20,20,0,0,8,8,7,8,7,6,1
54,15,1,30,2,40,20,20,20,0,0,9,9,8,9,8,7,1
54,15,1,30,2,40,20,20,20,0,0,7,8,7,7,7,7,0
54,15,1,30,2,40,20,20,20,0,0,5,8,7,7,7,5,0
54,15,1,30,2,40,20,20,20,0,0,6,8,8,7,8,6,0
54,15,1,30,2,40,20,20,20,0,0,8,8,8,8,7,7,1
54,15,1,30,2,40,20,20,20,0,0,7,8,8,7,8,6,1
54,15,1,30,2,40,20,20,20,0,0,5,8,8,7,7,7,0
54,15,1,30,2,40,20,20,20,0,0,8,8,7,8,7,7,1
54,15,1,30,2,40,20,20,20,0,0,8,8,9,7,8,7,1
54,15,1,30,2,40,20,20,20,0,0,9,8,7,6,7,6,0
54,15,1,30,2,40,20,20,20,0,0,6,8,7,6,8,6,0
54,15,1,30,2,40,20,20,20,0,0,6,8,9,7,8,6,0
